Agartala,,
Ahmedabad,,
Aizawl,,
Allahabad,,
Amritsar,,
Aurangabad,19.8646707,75.3989574
Bagdogra,26.6821128,88.3290687
Bangalore,12.9514658,77.6706175
Belgaum,15.8593476,74.6142405
Bhavnagar,21.7528163,72.186978
Bhopal,23.2898565,77.3378964
Bhubaneswar,20.2522829,85.8139861
