Flight,Flight_ID,Departure,Source,Duration,Stops,Arrival,Target,Cost
Air India,AI-9748,12:00,Bhubaneswar,10h 35m,1-stop,22:35,Mumbai,9534
Air India,AI-474,19:30,Bhubaneswar,26h 00m,2+-stop,21:30,Mumbai,9980
Air India,AI-478,13:45,Bhubaneswar,31h 45m,2+-stop,21:30,Mumbai,9980
Air India,AI-474,19:30,Bhubaneswar,23h 50m,2+-stop,19:20,Mumbai,10597
Air India,AI-474,19:30,Bhubaneswar,23h 50m,2+-stop,19:20,Mumbai,10597
Air India,AI-478,13:45,Bhubaneswar,29h 35m,2+-stop,19:20,Mumbai,10597
Air India,AI-478,13:45,Bhubaneswar,29h 35m,2+-stop,19:20,Mumbai,10597
Air India,AI-478,13:45,Bhubaneswar,31h 35m,2+-stop,21:20,Mumbai,10597
Indigo,6E- 537,09:10,Bhubaneswar,08h 40m,1-stop,17:50,Mumbai,11004
Air India,AI-478,13:45,Bhubaneswar,08h 30m,2+-stop,22:15,Mumbai,11161
Air India,AI-474,19:30,Bhubaneswar,13h 30m,2+-stop,09:00,Mumbai,11161
Air India,AI-474,19:30,Bhubaneswar,17h 25m,2+-stop,12:55,Mumbai,11161
Air India,AI-478,13:45,Bhubaneswar,19h 15m,2+-stop,09:00,Mumbai,11161
Air India,AI-478,13:45,Bhubaneswar,23h 10m,2+-stop,12:55,Mumbai,11161
Air India,AI-474,19:30,Bhubaneswar,23h 45m,2+-stop,19:15,Mumbai,11161
Air India,AI-474,19:30,Bhubaneswar,26h 45m,2+-stop,22:15,Mumbai,11161
Air India,AI-9748,12:00,Bhubaneswar,21h 00m,1-stop,09:00,Mumbai,11700
Air India,AI-9748,12:00,Bhubaneswar,24h 55m,1-stop,12:55,Mumbai,11700
Air India,AI-9748,12:00,Bhubaneswar,31h 15m,1-stop,19:15,Mumbai,11700
Air India,AI-9748,12:00,Bhubaneswar,31h 15m,1-stop,19:15,Mumbai,11700
Air India,AI-9748,12:00,Bhubaneswar,34h 15m,1-stop,22:15,Mumbai,11700
Air India,AI-474,19:30,Bhubaneswar,20h 25m,2+-stop,15:55,Mumbai,11962
Air India,AI-478,13:45,Bhubaneswar,26h 10m,2+-stop,15:55,Mumbai,11962
Air India,AI-478,13:45,Bhubaneswar,26h 10m,2+-stop,15:55,Mumbai,11962
Vistara,UK-782,20:40,Bhubaneswar,23h 05m,1-stop,19:45,Mumbai,12489
Vistara,UK-782,20:40,Bhubaneswar,23h 05m,1-stop,19:45,Mumbai,12489
Indigo,6E-6892,13:00,Bhubaneswar,07h 55m,1-stop,20:55,Mumbai,12552
Air India,AI-9748,12:00,Bhubaneswar,28h 30m,1-stop,16:30,Mumbai,13524
Vistara,UK-786,09:40,Bhubaneswar,10h 05m,1-stop,19:45,Mumbai,13697
AirAsia,I5-1559,08:20,Bhubaneswar,08h 05m,1-stop,16:25,Mumbai,15630
AirAsia,I5-1559,08:20,Bhubaneswar,12h 00m,1-stop,20:20,Mumbai,15630
Vistara,UK-786,09:40,Bhubaneswar,10h 50m,1-stop,20:30,Mumbai,18301
Vistara,UK-786,09:40,Bhubaneswar,12h 10m,1-stop,21:50,Mumbai,20748
Vistara,UK-786,09:40,Bhubaneswar,12h 15m,1-stop,21:55,Mumbai,22669
Vistara,UK-786,09:40,Bhubaneswar,10h 15m,1-stop,19:55,Mumbai,23026
Indigo,6E- 809,20:50,Bhubaneswar,01h 10m,non-stop,22:00,Kolkata,4861
Indigo,6E-6572,06:15,Bhubaneswar,01h 20m,non-stop,07:35,Kolkata,4861
Indigo,6E- 458,14:00,Bhubaneswar,01h 15m,non-stop,15:15,Kolkata,6016
Vistara,UK-782,20:40,Bhubaneswar,12h 25m,1-stop,09:05,Kolkata,8604
Vistara,UK-782,20:40,Bhubaneswar,23h 20m,1-stop,20:00,Kolkata,8604
Vistara,UK-786,09:40,Bhubaneswar,10h 20m,1-stop,20:00,Kolkata,9077
Vistara,UK-782,20:40,Bhubaneswar,16h 15m,1-stop,12:55,Kolkata,9077
Vistara,UK-786,09:40,Bhubaneswar,23h 25m,1-stop,09:05,Kolkata,9077
Vistara,UK-786,09:40,Bhubaneswar,27h 15m,1-stop,12:55,Kolkata,9077
GoAir,G8- 836,22:45,Bhubaneswar,09h 05m,1-stop,07:50,Kolkata,10498
Air India,AI-478,13:45,Bhubaneswar,09h 45m,1-stop,23:30,Kolkata,11161
Air India,AI-474,19:30,Bhubaneswar,14h 05m,1-stop,09:35,Kolkata,11161
Air India,AI-478,13:45,Bhubaneswar,19h 50m,1-stop,09:35,Kolkata,11161
Air India,AI-474,19:30,Bhubaneswar,23h 00m,1-stop,18:30,Kolkata,11161
Air India,AI-474,19:30,Bhubaneswar,28h 00m,1-stop,23:30,Kolkata,11161
Air India,AI-474,19:30,Bhubaneswar,22h 40m,1-stop,18:10,Kolkata,11437
Air India,AI-474,19:30,Bhubaneswar,22h 40m,1-stop,18:10,Kolkata,11437
Air India,AI-478,13:45,Bhubaneswar,28h 25m,1-stop,18:10,Kolkata,11437
Air India,AI-478,13:45,Bhubaneswar,28h 25m,1-stop,18:10,Kolkata,11437
Air India,AI-9748,12:00,Bhubaneswar,21h 35m,2+-stop,09:35,Kolkata,11700
Air India,AI-9748,12:00,Bhubaneswar,30h 30m,2+-stop,18:30,Kolkata,11700
Air India,AI-9748,12:00,Bhubaneswar,30h 30m,2+-stop,18:30,Kolkata,11700
Air India,AI-9748,12:00,Bhubaneswar,35h 30m,2+-stop,23:30,Kolkata,11700
GoAir,G8- 379,20:15,Bhubaneswar,12h 15m,1-stop,08:30,Kolkata,11757
Air India,AI-670,15:25,Bhubaneswar,17h 25m,1-stop,08:50,Kolkata,11896
Air India,AI-670,15:25,Bhubaneswar,27h 20m,1-stop,18:45,Kolkata,11896
Air India,AI-474,19:30,Bhubaneswar,26h 20m,1-stop,21:50,Kolkata,12592
Air India,AI-670,15:25,Bhubaneswar,30h 25m,1-stop,21:50,Kolkata,12592
Air India,AI-478,13:45,Bhubaneswar,32h 05m,1-stop,21:50,Kolkata,12592
Air India,AI-478,13:45,Bhubaneswar,32h 05m,1-stop,21:50,Kolkata,12592
Air India,AI-474,19:30,Bhubaneswar,26h 20m,1-stop,21:50,Kolkata,15480
Air India,AI-478,13:45,Bhubaneswar,32h 05m,1-stop,21:50,Kolkata,15480
Vistara,UK-782,20:40,Bhubaneswar,21h 30m,1-stop,18:10,Kolkata,15566
Vistara,UK-782,20:40,Bhubaneswar,21h 30m,1-stop,18:10,Kolkata,15566
Vistara,UK-782,20:40,Bhubaneswar,21h 30m,1-stop,18:10,Kolkata,15566
Vistara,UK-782,20:40,Bhubaneswar,21h 30m,1-stop,18:10,Kolkata,15566
Air India,AI-9748,12:00,Bhubaneswar,06h 05m,1-stop,18:05,Kolkata,15750
Air India,AI-478,13:45,Bhubaneswar,20h 55m,1-stop,10:40,Kolkata,16372
Indigo,6E-2256,11:40,Bhubaneswar,07h 00m,1-stop,18:40,Chandigarh,9009
Indigo,6E-2161,07:00,Bhubaneswar,11h 40m,1-stop,18:40,Chandigarh,9009
Air India,AI-474,19:30,Bhubaneswar,23h 25m,1-stop,18:55,Chandigarh,9009
Air India,AI-474,19:30,Bhubaneswar,25h 15m,1-stop,20:45,Chandigarh,9009
Indigo,6E-2256,11:40,Bhubaneswar,04h 50m,1-stop,16:30,Chandigarh,9376
Indigo,6E-2161,07:00,Bhubaneswar,06h 40m,1-stop,13:40,Chandigarh,9376
Indigo,6E-2161,07:00,Bhubaneswar,09h 30m,1-stop,16:30,Chandigarh,9376
Indigo,6E-2256,11:40,Bhubaneswar,08h 40m,1-stop,20:20,Chandigarh,9691
Indigo,6E- 537,09:10,Bhubaneswar,10h 10m,1-stop,19:20,Chandigarh,10006
Indigo,6E- 334,06:45,Bhubaneswar,12h 35m,1-stop,19:20,Chandigarh,10006
Air India,AI-478,13:45,Bhubaneswar,07h 00m,1-stop,20:45,Chandigarh,10059
Air India,AI-474,19:30,Bhubaneswar,14h 00m,1-stop,09:30,Chandigarh,10374
Air India,AI-478,13:45,Bhubaneswar,19h 45m,1-stop,09:30,Chandigarh,10374
Air India,AI-474,19:30,Bhubaneswar,17h 50m,1-stop,13:20,Chandigarh,10899
Air India,AI-478,13:45,Bhubaneswar,23h 35m,1-stop,13:20,Chandigarh,10899
Vistara,UK-782,20:40,Bhubaneswar,17h 50m,1-stop,14:30,Chandigarh,12211
Indigo,6E-6849,10:05,Bhubaneswar,11h 05m,1-stop,21:10,Chandigarh,12369
Vistara,UK-786,09:40,Bhubaneswar,04h 50m,1-stop,14:30,Chandigarh,12526
Indigo,6E- 334,06:45,Bhubaneswar,07h 15m,1-stop,14:00,Chandigarh,13556
Indigo,6E- 948,09:00,Bhubaneswar,08h 10m,1-stop,17:10,Chandigarh,14334
Air India,AI-9748,12:00,Bhubaneswar,21h 30m,2+-stop,09:30,Chandigarh,14836
Air India,AI-670,15:25,Bhubaneswar,18h 05m,2+-stop,09:30,Chandigarh,15099
Indigo,6E- 458,14:00,Bhubaneswar,05h 55m,1-stop,19:55,Chandigarh,15251
Air India,AI-9748,12:00,Bhubaneswar,25h 20m,2+-stop,13:20,Chandigarh,15361
Air India,AI-670,15:25,Bhubaneswar,21h 55m,2+-stop,13:20,Chandigarh,15624
Vistara,UK-782,20:40,Bhubaneswar,21h 55m,1-stop,18:35,Chandigarh,17876
Vistara,UK-782,20:40,Bhubaneswar,21h 55m,1-stop,18:35,Chandigarh,17876
Vistara,UK-782,20:40,Bhubaneswar,21h 55m,1-stop,18:35,Chandigarh,17876
Vistara,UK-782,20:40,Bhubaneswar,21h 55m,1-stop,18:35,Chandigarh,17876
Indigo,6E- 342,08:40,Bhubaneswar,10h 20m,1-stop,19:00,Chandigarh,17881
Vistara,UK-786,09:40,Bhubaneswar,32h 55m,1-stop,18:35,Chandigarh,18348
Vistara,UK-786,09:40,Bhubaneswar,32h 55m,1-stop,18:35,Chandigarh,18348
Vistara,UK-786,09:40,Bhubaneswar,32h 55m,1-stop,18:35,Chandigarh,18348
Vistara,UK-786,09:40,Bhubaneswar,32h 55m,1-stop,18:35,Chandigarh,18348
Indigo,6E- 537,09:10,Bhubaneswar,04h 40m,1-stop,13:50,Coimbatore,7014
Indigo,6E- 948,09:00,Bhubaneswar,06h 15m,1-stop,15:15,Coimbatore,7014
Indigo,6E- 334,06:45,Bhubaneswar,07h 05m,1-stop,13:50,Coimbatore,7014
Indigo,6E- 537,09:10,Bhubaneswar,07h 40m,1-stop,16:50,Coimbatore,7014
Indigo,6E- 948,09:00,Bhubaneswar,08h 30m,1-stop,17:30,Coimbatore,7014
Indigo,6E- 334,06:45,Bhubaneswar,10h 05m,1-stop,16:50,Coimbatore,7014
Indigo,6E-6849,10:05,Bhubaneswar,11h 50m,1-stop,21:55,Coimbatore,7014
Indigo,6E-2256,11:40,Bhubaneswar,09h 55m,1-stop,21:35,Coimbatore,8284
Air India,AI-478,13:45,Bhubaneswar,24h 35m,2+-stop,14:20,Coimbatore,11017
Indigo,6E- 318,06:05,Bhubaneswar,10h 45m,2+-stop,16:50,Coimbatore,11144
Air India,AI-670,15:25,Bhubaneswar,21h 15m,1-stop,12:40,Coimbatore,13891
Air India,AI-670,15:25,Bhubaneswar,22h 55m,1-stop,14:20,Coimbatore,17041
Air India,AI-474,19:30,Bhubaneswar,17h 10m,2+-stop,12:40,Coimbatore,19666
Air India,AI-478,13:45,Bhubaneswar,22h 55m,2+-stop,12:40,Coimbatore,19666
Air India,AI-478,13:45,Bhubaneswar,22h 55m,2+-stop,12:40,Coimbatore,19666
Air India,AI-474,19:30,Bhubaneswar,18h 50m,2+-stop,14:20,Coimbatore,25441
Air India,AI-478,13:45,Bhubaneswar,24h 35m,2+-stop,14:20,Coimbatore,25441
Indigo,6E-2256,11:40,Bhubaneswar,05h 00m,1-stop,16:40,Dehradun,8548
Indigo,6E-2161,07:00,Bhubaneswar,05h 40m,1-stop,12:40,Dehradun,8548
Indigo,6E-2256,11:40,Bhubaneswar,07h 50m,1-stop,19:30,Dehradun,8548
Indigo,6E-2161,07:00,Bhubaneswar,09h 40m,1-stop,16:40,Dehradun,8548
Indigo,6E-6572,06:15,Bhubaneswar,09h 45m,1-stop,16:00,Dehradun,8548
Indigo,6E-2405,18:35,Bhubaneswar,14h 20m,1-stop,08:55,Dehradun,8548
Air India,AI-478,13:45,Bhubaneswar,05h 25m,1-stop,19:10,Dehradun,9061
Air India,AI-474,19:30,Bhubaneswar,11h 50m,1-stop,07:20,Dehradun,9061
Air India,AI-474,19:30,Bhubaneswar,15h 20m,1-stop,10:50,Dehradun,9061
Air India,AI-478,13:45,Bhubaneswar,17h 35m,1-stop,07:20,Dehradun,9061
Air India,AI-478,13:45,Bhubaneswar,21h 05m,1-stop,10:50,Dehradun,9061
Air India,AI-474,19:30,Bhubaneswar,23h 40m,1-stop,19:10,Dehradun,9061
Vistara,UK-782,20:40,Bhubaneswar,18h 15m,1-stop,14:55,Dehradun,11056
Indigo,6E- 537,09:10,Bhubaneswar,06h 00m,1-stop,15:10,Dehradun,11626
Indigo,6E- 334,06:45,Bhubaneswar,08h 25m,1-stop,15:10,Dehradun,11626
Air India,AI-9748,12:00,Bhubaneswar,19h 20m,2+-stop,07:20,Dehradun,13524
Air India,AI-9748,12:00,Bhubaneswar,22h 50m,2+-stop,10:50,Dehradun,13524
Air India,AI-670,15:25,Bhubaneswar,15h 55m,2+-stop,07:20,Dehradun,13786
Air India,AI-670,15:25,Bhubaneswar,19h 25m,2+-stop,10:50,Dehradun,13786
AirAsia,I5- 816,11:00,Bhubaneswar,02h 15m,non-stop,13:15,Delhi,5910
AirAsia,I5-1559,08:20,Bhubaneswar,06h 00m,1-stop,14:20,Delhi,5910
AirAsia,I5-1563,20:00,Bhubaneswar,06h 30m,1-stop,02:30,Delhi,5910
Vistara,UK-782,20:40,Bhubaneswar,02h 15m,non-stop,22:55,Delhi,5911
Air India,AI-474,19:30,Bhubaneswar,02h 15m,non-stop,21:45,Delhi,5911
Indigo,6E-2256,11:40,Bhubaneswar,02h 30m,non-stop,14:10,Delhi,5911
Indigo,6E-2405,18:35,Bhubaneswar,02h 30m,non-stop,21:05,Delhi,5911
Air India,AI-478,13:45,Bhubaneswar,02h 30m,non-stop,16:15,Delhi,5911
Indigo,6E-2161,07:00,Bhubaneswar,02h 45m,non-stop,09:45,Delhi,5911
GoAir,G8- 379,20:15,Bhubaneswar,11h 50m,1-stop,08:05,Delhi,5911
GoAir,G8- 379,20:15,Bhubaneswar,14h 25m,1-stop,10:40,Delhi,5911
Vistara,UK-786,09:40,Bhubaneswar,02h 15m,non-stop,11:55,Delhi,6226
Indigo,6E- 318,06:05,Bhubaneswar,07h 35m,1-stop,13:40,Delhi,9321
Indigo,6E-6572,06:15,Bhubaneswar,05h 40m,1-stop,11:55,Delhi,10059
Air India,AI-9748,12:00,Bhubaneswar,11h 40m,1-stop,23:40,Delhi,10374
Air India,AI-9748,12:00,Bhubaneswar,23h 55m,1-stop,11:55,Delhi,10374
Indigo,6E-6572,06:15,Bhubaneswar,07h 20m,1-stop,13:35,Delhi,10531
Indigo,6E- 309,16:00,Bhubaneswar,06h 20m,1-stop,22:20,Delhi,10584
Indigo,6E- 342,08:40,Bhubaneswar,07h 25m,1-stop,16:05,Delhi,10584
Indigo,6E- 342,08:40,Bhubaneswar,09h 55m,1-stop,18:35,Delhi,10584
Indigo,6E- 117,21:20,Bhubaneswar,10h 05m,1-stop,07:25,Delhi,10584
Indigo,6E- 342,08:40,Bhubaneswar,11h 50m,1-stop,20:30,Delhi,10584
Air India,AI-670,15:25,Bhubaneswar,07h 50m,1-stop,23:15,Delhi,10636
Air India,AI-670,15:25,Bhubaneswar,17h 50m,1-stop,09:15,Delhi,10636
Air India,AI-670,15:25,Bhubaneswar,20h 50m,1-stop,12:15,Delhi,10636
Air India,AI-670,15:25,Bhubaneswar,27h 35m,1-stop,19:00,Delhi,10636
Indigo,6E-6572,06:15,Bhubaneswar,11h 00m,1-stop,17:15,Delhi,10872
Indigo,6E- 458,14:00,Bhubaneswar,06h 20m,1-stop,20:20,Delhi,11214
Indigo,6E- 458,14:00,Bhubaneswar,07h 40m,1-stop,21:40,Delhi,11214
Indigo,6E- 458,14:00,Bhubaneswar,08h 55m,1-stop,22:55,Delhi,11214
Indigo,6E- 458,14:00,Bhubaneswar,10h 15m,1-stop,00:15,Delhi,11214
Air India,AI-670,15:25,Bhubaneswar,32h 30m,1-stop,23:55,Delhi,11437
Air India,AI-670,15:25,Bhubaneswar,28h 30m,1-stop,19:55,Delhi,14377
Air India,AI-670,15:25,Bhubaneswar,32h 20m,1-stop,23:45,Delhi,14377
Air India,AI-474,19:30,Bhubaneswar,16h 15m,1-stop,11:45,Dharamsala,15361
Air India,AI-478,13:45,Bhubaneswar,22h 00m,1-stop,11:45,Dharamsala,15361
Air India,AI-9748,12:00,Bhubaneswar,23h 45m,2+-stop,11:45,Dharamsala,19824
Air India,AI-670,15:25,Bhubaneswar,20h 20m,2+-stop,11:45,Dharamsala,20086
Indigo,6E-6572,06:15,Bhubaneswar,04h 15m,1-stop,10:30,Dibrugarh,8592
Indigo,6E-6572,06:15,Bhubaneswar,06h 40m,1-stop,12:55,Dibrugarh,8892
Indigo,6E-2161,07:00,Bhubaneswar,07h 30m,1-stop,14:30,Dibrugarh,9792
Vistara,UK-782,20:40,Bhubaneswar,14h 55m,1-stop,11:35,Dibrugarh,12861
Vistara,UK-786,09:40,Bhubaneswar,25h 55m,1-stop,11:35,Dibrugarh,13161
Air India,AI-478,13:45,Bhubaneswar,18h 00m,2+-stop,07:45,Dibrugarh,13454
Indigo,6E- 809,20:50,Bhubaneswar,12h 20m,1-stop,09:10,Dimapur,8208
Air India,AI-478,13:45,Bhubaneswar,21h 15m,2+-stop,11:00,Dimapur,14711
Air India,AI-670,15:25,Bhubaneswar,24h 10m,1-stop,15:35,Diu,10689
Air India,AI-9748,12:00,Bhubaneswar,27h 35m,2+-stop,15:35,Diu,14836
Air India,AI-474,19:30,Bhubaneswar,20h 05m,2+-stop,15:35,Diu,16464
Air India,AI-474,19:30,Bhubaneswar,20h 05m,2+-stop,15:35,Diu,16464
Air India,AI-478,13:45,Bhubaneswar,25h 50m,2+-stop,15:35,Diu,16464
Air India,AI-478,13:45,Bhubaneswar,25h 50m,2+-stop,15:35,Diu,16464
Indigo,6E-2161,07:00,Bhubaneswar,07h 45m,1-stop,14:45,Gaya,8379
Indigo,6E- 117,21:20,Bhubaneswar,09h 55m,1-stop,07:15,Goa,8073
Indigo,6E- 537,09:10,Bhubaneswar,06h 20m,1-stop,15:30,Goa,8472
Indigo,6E- 334,06:45,Bhubaneswar,08h 45m,1-stop,15:30,Goa,8472
Indigo,6E-6849,10:05,Bhubaneswar,09h 05m,1-stop,19:10,Goa,8472
Indigo,6E-6869,21:10,Bhubaneswar,10h 35m,1-stop,07:45,Goa,8472
Indigo,6E- 342,08:40,Bhubaneswar,09h 25m,1-stop,18:05,Goa,11464
Indigo,6E-2256,11:40,Bhubaneswar,09h 20m,1-stop,21:00,Goa,12258
Indigo,6E-2256,11:40,Bhubaneswar,10h 35m,1-stop,22:15,Goa,12258
GoAir,G8- 379,20:15,Bhubaneswar,10h 15m,1-stop,06:30,Goa,12493
Indigo,6E- 309,16:00,Bhubaneswar,08h 10m,1-stop,00:10,Goa,12999
Air India,AI-670,15:25,Bhubaneswar,22h 45m,1-stop,14:10,Goa,13261
Indigo,6E-2161,07:00,Bhubaneswar,07h 30m,1-stop,14:30,Goa,13434
Indigo,6E-2161,07:00,Bhubaneswar,09h 35m,1-stop,16:35,Goa,13434
AirAsia,I5-1559,08:20,Bhubaneswar,06h 00m,1-stop,14:20,Goa,13706
AirAsia,I5-1559,08:20,Bhubaneswar,10h 10m,1-stop,18:30,Goa,13706
Indigo,6E-6892,13:00,Bhubaneswar,08h 45m,1-stop,21:45,Goa,14022
AirAsia,I5- 816,11:00,Bhubaneswar,07h 50m,1-stop,18:50,Goa,15092
Vistara,UK-786,09:40,Bhubaneswar,22h 00m,2+-stop,07:40,Goa,15461
Vistara,UK-786,09:40,Bhubaneswar,22h 00m,2+-stop,07:40,Goa,15461
Vistara,UK-786,09:40,Bhubaneswar,22h 00m,2+-stop,07:40,Goa,15461
Vistara,UK-786,09:40,Bhubaneswar,22h 00m,2+-stop,07:40,Goa,15461
Vistara,UK-786,09:40,Bhubaneswar,22h 00m,2+-stop,07:40,Goa,15461
Vistara,UK-782,20:40,Bhubaneswar,17h 05m,2+-stop,13:45,Goa,16059
Vistara,UK-782,20:40,Bhubaneswar,17h 05m,2+-stop,13:45,Goa,16059
Vistara,UK-786,09:40,Bhubaneswar,13h 15m,2+-stop,22:55,Goa,16443
Vistara,UK-786,09:40,Bhubaneswar,28h 05m,2+-stop,13:45,Goa,16532
Vistara,UK-786,09:40,Bhubaneswar,28h 05m,2+-stop,13:45,Goa,16532
Vistara,UK-786,09:40,Bhubaneswar,28h 05m,2+-stop,13:45,Goa,16532
Vistara,UK-786,09:40,Bhubaneswar,28h 05m,2+-stop,13:45,Goa,16532
Vistara,UK-786,09:40,Bhubaneswar,28h 05m,2+-stop,13:45,Goa,16532
Air India,AI-474,19:30,Bhubaneswar,25h 00m,2+-stop,20:30,Goa,16674
AirAsia,I5- 816,11:00,Bhubaneswar,10h 35m,1-stop,21:35,Goa,18883
Air India,AI-474,19:30,Bhubaneswar,18h 40m,2+-stop,14:10,Goa,19036
Air India,AI-478,13:45,Bhubaneswar,24h 25m,2+-stop,14:10,Goa,19036
Air India,AI-478,13:45,Bhubaneswar,24h 25m,2+-stop,14:10,Goa,19036
Vistara,UK-782,20:40,Bhubaneswar,16h 50m,2+-stop,13:30,Goa,19561
Vistara,UK-782,20:40,Bhubaneswar,21h 10m,2+-stop,17:50,Goa,19561
Vistara,UK-786,09:40,Bhubaneswar,08h 10m,2+-stop,17:50,Goa,19876
Vistara,UK-786,09:40,Bhubaneswar,27h 50m,2+-stop,13:30,Goa,19876
Indigo,6E-6572,06:15,Bhubaneswar,08h 20m,2+-stop,14:35,Goa,21136
Air India,AI-474,19:30,Bhubaneswar,22h 00m,2+-stop,17:30,Goa,23985
Air India,AI-474,19:30,Bhubaneswar,22h 00m,2+-stop,17:30,Goa,23985
Air India,AI-478,13:45,Bhubaneswar,27h 45m,2+-stop,17:30,Goa,23985
Air India,AI-478,13:45,Bhubaneswar,27h 45m,2+-stop,17:30,Goa,23985
Air India,AI-474,19:30,Bhubaneswar,22h 00m,2+-stop,17:30,Goa,33684
Indigo,6E-6572,06:15,Bhubaneswar,04h 55m,1-stop,11:10,Gorakhpur,7749
Indigo,6E- 342,08:40,Bhubaneswar,05h 40m,1-stop,14:20,Gorakhpur,8274
Air India,AI-474,19:30,Bhubaneswar,20h 05m,1-stop,15:35,Gorakhpur,10794
Air India,AI-478,13:45,Bhubaneswar,25h 50m,1-stop,15:35,Gorakhpur,10794
Air India,AI-9748,12:00,Bhubaneswar,27h 35m,2+-stop,15:35,Gorakhpur,15256
Air India,AI-9748,12:00,Bhubaneswar,27h 35m,2+-stop,15:35,Gorakhpur,15256
Air India,AI-670,15:25,Bhubaneswar,24h 10m,2+-stop,15:35,Gorakhpur,15519
Air India,AI-670,15:25,Bhubaneswar,24h 10m,2+-stop,15:35,Gorakhpur,15519
Indigo,6E-6572,06:15,Bhubaneswar,10h 00m,1-stop,16:15,Guwahati,5211
Indigo,6E-2256,11:40,Bhubaneswar,08h 05m,1-stop,19:45,Guwahati,5911
Indigo,6E-2161,07:00,Bhubaneswar,09h 30m,1-stop,16:30,Guwahati,5911
Indigo,6E-2256,11:40,Bhubaneswar,10h 10m,1-stop,21:50,Guwahati,5911
Indigo,6E-2161,07:00,Bhubaneswar,12h 45m,1-stop,19:45,Guwahati,5911
Indigo,6E- 458,14:00,Bhubaneswar,08h 20m,1-stop,22:20,Guwahati,6511
Indigo,6E-6892,13:00,Bhubaneswar,06h 30m,1-stop,19:30,Guwahati,6811
Indigo,6E- 537,09:10,Bhubaneswar,10h 20m,1-stop,19:30,Guwahati,6811
Indigo,6E- 117,21:20,Bhubaneswar,11h 35m,1-stop,08:55,Guwahati,6811
Indigo,6E- 334,06:45,Bhubaneswar,12h 45m,1-stop,19:30,Guwahati,6811
Indigo,6E-6869,21:10,Bhubaneswar,11h 30m,1-stop,08:40,Guwahati,7711
Vistara,UK-782,20:40,Bhubaneswar,14h 50m,1-stop,11:30,Guwahati,9114
Indigo,6E- 458,14:00,Bhubaneswar,04h 30m,1-stop,18:30,Guwahati,9461
Vistara,UK-786,09:40,Bhubaneswar,25h 50m,1-stop,11:30,Guwahati,9624
Air India,AI-670,15:25,Bhubaneswar,19h 25m,2+-stop,10:50,Guwahati,12954
Air India,AI-478,13:45,Bhubaneswar,21h 05m,2+-stop,10:50,Guwahati,14361
Air India,AI-478,13:45,Bhubaneswar,19h 45m,2+-stop,09:30,Guwahati,14561
Air India,AI-474,19:30,Bhubaneswar,20h 30m,2+-stop,16:00,Guwahati,14724
Air India,AI-670,15:25,Bhubaneswar,24h 35m,2+-stop,16:00,Guwahati,14724
Air India,AI-478,13:45,Bhubaneswar,26h 15m,2+-stop,16:00,Guwahati,14724
Air India,AI-478,13:45,Bhubaneswar,26h 15m,2+-stop,16:00,Guwahati,14724
Air India,AI-474,19:30,Bhubaneswar,21h 45m,2+-stop,17:15,Guwahati,18661
Air India,AI-478,13:45,Bhubaneswar,27h 30m,2+-stop,17:15,Guwahati,18661
Indigo,6E- 537,09:10,Bhubaneswar,05h 50m,1-stop,15:00,Hubli,6369
Indigo,6E- 334,06:45,Bhubaneswar,08h 15m,1-stop,15:00,Hubli,6369
Indigo,6E- 537,09:10,Bhubaneswar,10h 30m,1-stop,19:40,Hubli,6369
Indigo,6E- 334,06:45,Bhubaneswar,12h 55m,1-stop,19:40,Hubli,6369
Indigo,6E-6892,13:00,Bhubaneswar,06h 40m,1-stop,19:40,Hubli,11357
AirAsia,I5-1559,08:20,Bhubaneswar,09h 15m,1-stop,17:35,Hyderabad,4498
AirAsia,I5-1559,08:20,Bhubaneswar,12h 15m,1-stop,20:35,Hyderabad,4498
AirAsia,I5-1563,20:00,Bhubaneswar,12h 20m,1-stop,08:20,Hyderabad,4498
Indigo,6E- 342,08:40,Bhubaneswar,01h 40m,non-stop,10:20,Hyderabad,5386
Indigo,6E- 309,16:00,Bhubaneswar,01h 50m,non-stop,17:50,Hyderabad,5386
Indigo,6E- 117,21:20,Bhubaneswar,01h 50m,non-stop,23:10,Hyderabad,5386
Indigo,6E- 948,09:00,Bhubaneswar,06h 35m,1-stop,15:35,Hyderabad,5439
Indigo,6E- 948,09:00,Bhubaneswar,08h 10m,1-stop,17:10,Hyderabad,5439
Air India,AI-474,19:30,Bhubaneswar,13h 50m,1-stop,09:20,Hyderabad,6712
Air India,AI-474,19:30,Bhubaneswar,16h 45m,1-stop,12:15,Hyderabad,6712
Air India,AI-478,13:45,Bhubaneswar,19h 35m,1-stop,09:20,Hyderabad,6712
Air India,AI-478,13:45,Bhubaneswar,22h 30m,1-stop,12:15,Hyderabad,6712
Air India,AI-474,19:30,Bhubaneswar,22h 55m,1-stop,18:25,Hyderabad,6712
Vistara,UK-782,20:40,Bhubaneswar,12h 55m,1-stop,09:35,Hyderabad,8604
Vistara,UK-782,20:40,Bhubaneswar,19h 50m,1-stop,16:30,Hyderabad,8604
Vistara,UK-782,20:40,Bhubaneswar,23h 15m,1-stop,19:55,Hyderabad,8604
Vistara,UK-782,20:40,Bhubaneswar,25h 50m,1-stop,22:30,Hyderabad,8604
Vistara,UK-786,09:40,Bhubaneswar,06h 50m,1-stop,16:30,Hyderabad,9077
