Flight,Flight_ID,Departure,Source,Duration,Stops,Arrival,Target,Cost
Indigo,6E-6672,15:20,Agartala,07h 10m,1-stop,22:30,Ahmedabad,7757
Indigo,6E- 386,14:50,Agartala,07h 15m,1-stop,22:05,Ahmedabad,7757
Air India,AI-746,16:30,Agartala,18h 20m,2+-stop,10:50,Ahmedabad,10170
Air India,AI-746,16:30,Agartala,26h 20m,2+-stop,18:50,Ahmedabad,10170
Air India,AI-746,16:30,Agartala,29h 05m,2+-stop,21:35,Ahmedabad,10170
Air India,AI-746,16:30,Agartala,29h 05m,2+-stop,21:35,Ahmedabad,10170
Air India,AI-746,16:30,Agartala,19h 00m,2+-stop,11:30,Ahmedabad,10250
Indigo,6E- 443,18:50,Agartala,15h 40m,1-stop,10:30,Allahabad,6294
Indigo,6E- 488,17:00,Agartala,17h 30m,1-stop,10:30,Allahabad,6294
Indigo,6E- 385,11:35,Agartala,22h 55m,2+-stop,10:30,Allahabad,9044
Indigo,6E- 385,11:35,Agartala,22h 55m,2+-stop,10:30,Allahabad,9044
Indigo,6E- 119,14:20,Agartala,20h 10m,2+-stop,10:30,Allahabad,10269
Indigo,6E- 119,14:20,Agartala,20h 10m,2+-stop,10:30,Allahabad,10269
Air India,AI-746,16:30,Agartala,22h 00m,2+-stop,14:30,Allahabad,11000
Indigo,6E- 443,18:50,Agartala,18h 10m,1-stop,13:00,Allahabad,11838
Indigo,6E- 488,17:00,Agartala,20h 00m,1-stop,13:00,Allahabad,11838
Indigo,6E-6672,15:20,Agartala,06h 05m,1-stop,21:25,Amritsar,7356
Indigo,6E- 863,12:10,Agartala,06h 25m,1-stop,18:35,Amritsar,9619
Indigo,6E- 362,10:10,Agartala,08h 25m,1-stop,18:35,Amritsar,9619
Air India,AI-746,16:30,Agartala,29h 15m,2+-stop,21:45,Amritsar,10700
Air India,AI-746,16:30,Agartala,29h 15m,2+-stop,21:45,Amritsar,10700
Indigo,6E- 443,18:50,Agartala,14h 20m,2+-stop,09:10,Aurangabad,11007
Indigo,6E- 488,17:00,Agartala,16h 10m,2+-stop,09:10,Aurangabad,11007
Indigo,6E- 119,14:20,Agartala,18h 50m,2+-stop,09:10,Aurangabad,12732
Indigo,6E- 119,14:20,Agartala,22h 20m,2+-stop,12:40,Aurangabad,13432
Indigo,6E-6672,15:20,Agartala,17h 50m,2+-stop,09:10,Aurangabad,16257
Indigo,6E-6672,15:20,Agartala,17h 50m,2+-stop,09:10,Aurangabad,16257
Indigo,6E- 362,10:10,Agartala,04h 20m,1-stop,14:30,Bagdogra,10757
Indigo,6E- 386,14:50,Agartala,03h 40m,non-stop,18:30,Bangalore,6807
Indigo,6E- 119,14:20,Agartala,09h 20m,1-stop,23:40,Bangalore,7557
Indigo,6E- 488,17:00,Agartala,05h 05m,1-stop,22:05,Bangalore,7607
Indigo,6E- 362,10:10,Agartala,06h 15m,1-stop,16:25,Bangalore,7607
Indigo,6E- 994,13:50,Agartala,06h 45m,1-stop,20:35,Bangalore,7607
Indigo,6E- 443,18:50,Agartala,07h 40m,1-stop,02:30,Bangalore,7607
Indigo,6E- 994,13:50,Agartala,08h 15m,1-stop,22:05,Bangalore,7607
Indigo,6E- 863,12:10,Agartala,08h 25m,1-stop,20:35,Bangalore,7607
Indigo,6E-6672,15:20,Agartala,08h 50m,1-stop,00:10,Bangalore,7607
Indigo,6E- 488,17:00,Agartala,09h 30m,1-stop,02:30,Bangalore,7607
Indigo,6E- 863,12:10,Agartala,09h 55m,1-stop,22:05,Bangalore,7607
Indigo,6E-6672,15:20,Agartala,09h 55m,1-stop,01:15,Bangalore,7607
Indigo,6E- 362,10:10,Agartala,10h 25m,1-stop,20:35,Bangalore,7607
Air India,AI-746,16:30,Agartala,08h 50m,1-stop,01:20,Bangalore,8100
Indigo,6E- 994,13:50,Agartala,05h 05m,1-stop,18:55,Bangalore,8257
Indigo,6E- 863,12:10,Agartala,06h 45m,1-stop,18:55,Bangalore,8549
Indigo,6E- 362,10:10,Agartala,08h 45m,1-stop,18:55,Bangalore,8549
Air India,AI-746,16:30,Agartala,22h 30m,1-stop,15:00,Bangalore,9090
Air India,AI-746,16:30,Agartala,22h 20m,1-stop,14:50,Bangalore,10450
Air India,AI-746,16:30,Agartala,18h 50m,1-stop,11:20,Bangalore,10700
Air India,AI-746,16:30,Agartala,15h 50m,1-stop,08:20,Bangalore,13200
Air India,AI-746,16:30,Agartala,27h 25m,1-stop,19:55,Bangalore,13200
Air India,AI-746,16:30,Agartala,27h 25m,1-stop,19:55,Bangalore,13200
Air India,AI-746,16:30,Agartala,32h 05m,1-stop,00:35,Bangalore,13200
Air India,AI-746,16:30,Agartala,32h 05m,1-stop,00:35,Bangalore,13200
Air India,AI-746,16:30,Agartala,32h 05m,1-stop,00:35,Bangalore,13200
Air India,AI-746,16:30,Agartala,27h 50m,1-stop,20:20,Bangalore,14207
Air India,AI-746,16:30,Agartala,27h 50m,1-stop,20:20,Bangalore,14407
Air India,AI-746,16:30,Agartala,22h 00m,1-stop,14:30,Bangalore,20000
Indigo,6E-6672,15:20,Agartala,18h 10m,2+-stop,09:30,Belgaum,11087
Indigo,6E-6672,15:20,Agartala,18h 10m,2+-stop,09:30,Belgaum,11087
Indigo,6E- 386,14:50,Agartala,18h 40m,1-stop,09:30,Belgaum,11087
Air India,AI-746,16:30,Agartala,23h 30m,2+-stop,16:00,Belgaum,11850
Indigo,6E- 386,14:50,Agartala,21h 55m,1-stop,12:45,Belgaum,14257
Indigo,6E- 119,14:20,Agartala,22h 25m,2+-stop,12:45,Belgaum,17432
Air India,AI-746,16:30,Agartala,18h 00m,2+-stop,10:30,Bhopal,9070
Air India,AI-746,16:30,Agartala,25h 30m,2+-stop,18:00,Bhopal,10170
Indigo,6E- 488,17:00,Agartala,04h 50m,1-stop,21:50,Bhubaneswar,6999
Indigo,6E- 863,12:10,Agartala,09h 40m,1-stop,21:50,Bhubaneswar,7057
Indigo,6E- 994,13:50,Agartala,08h 00m,1-stop,21:50,Bhubaneswar,7357
Indigo,6E- 863,12:10,Agartala,08h 00m,1-stop,20:10,Bhubaneswar,7657
Indigo,6E- 362,10:10,Agartala,10h 00m,1-stop,20:10,Bhubaneswar,7657
Indigo,6E- 994,13:50,Agartala,06h 20m,1-stop,20:10,Bhubaneswar,7957
Air India,AI-746,16:30,Agartala,26h 00m,2+-stop,18:30,Bhubaneswar,15600
Air India,AI-746,16:30,Agartala,26h 00m,2+-stop,18:30,Bhubaneswar,15600
Air India,AI-746,16:30,Agartala,20h 20m,2+-stop,12:50,Bhubaneswar,17000
Air India,AI-746,16:30,Agartala,19h 00m,2+-stop,11:30,Bhubaneswar,18557
Air India,AI-746,16:30,Agartala,21h 15m,2+-stop,13:45,Bikaner,10850
Air India,AI-746,16:30,Agartala,21h 10m,1-stop,13:40,Mumbai,8177
Indigo,6E- 863,12:10,Agartala,10h 00m,1-stop,22:10,Mumbai,9457
Indigo,6E- 362,10:10,Agartala,12h 00m,1-stop,22:10,Mumbai,9457
Indigo,6E-6672,15:20,Agartala,07h 45m,1-stop,23:05,Mumbai,9717
Indigo,6E- 994,13:50,Agartala,08h 20m,1-stop,22:10,Mumbai,9757
Air India,AI-746,16:30,Agartala,26h 50m,1-stop,19:20,Mumbai,10700
Air India,AI-746,16:30,Agartala,26h 50m,1-stop,19:20,Mumbai,10700
Air India,AI-746,16:30,Agartala,16h 30m,1-stop,09:00,Mumbai,12000
Air India,AI-746,16:30,Agartala,20h 25m,1-stop,12:55,Mumbai,12000
Air India,AI-746,16:30,Agartala,26h 45m,1-stop,19:15,Mumbai,12000
Air India,AI-746,16:30,Agartala,26h 45m,1-stop,19:15,Mumbai,12000
Air India,AI-746,16:30,Agartala,29h 45m,1-stop,22:15,Mumbai,12000
Air India,AI-746,16:30,Agartala,29h 45m,1-stop,22:15,Mumbai,12000
Air India,AI-746,16:30,Agartala,16h 05m,1-stop,08:35,Mumbai,12600
Air India,AI-746,16:30,Agartala,25h 30m,1-stop,18:00,Mumbai,23057
Indigo,6E- 863,12:10,Agartala,01h 00m,non-stop,13:10,Kolkata,3307
Indigo,6E- 362,10:10,Agartala,01h 05m,non-stop,11:15,Kolkata,3307
Indigo,6E- 488,17:00,Agartala,01h 05m,non-stop,18:05,Kolkata,3307
Indigo,6E- 443,18:50,Agartala,01h 05m,non-stop,19:55,Kolkata,3307
Air India,AI-746,16:30,Agartala,01h 20m,non-stop,17:50,Kolkata,3307
Indigo,6E- 994,13:50,Agartala,01h 00m,non-stop,14:50,Kolkata,3607
Indigo,6E- 385,11:35,Agartala,08h 20m,2+-stop,19:55,Chandigarh,9818
Air India,AI-746,16:30,Agartala,26h 25m,2+-stop,18:55,Chandigarh,9950
Air India,AI-746,16:30,Agartala,26h 25m,2+-stop,18:55,Chandigarh,9950
Air India,AI-746,16:30,Agartala,28h 15m,2+-stop,20:45,Chandigarh,9950
Air India,AI-746,16:30,Agartala,28h 15m,2+-stop,20:45,Chandigarh,9950
Indigo,6E- 863,12:10,Agartala,07h 45m,1-stop,19:55,Chandigarh,10707
Indigo,6E- 362,10:10,Agartala,09h 45m,1-stop,19:55,Chandigarh,10707
Indigo,6E- 994,13:50,Agartala,06h 05m,1-stop,19:55,Chandigarh,11007
Air India,AI-746,16:30,Agartala,17h 00m,2+-stop,09:30,Chandigarh,11750
Air India,AI-746,16:30,Agartala,20h 50m,2+-stop,13:20,Chandigarh,11750
Indigo,6E- 863,12:10,Agartala,08h 10m,1-stop,20:20,Chandigarh,14057
Indigo,6E- 362,10:10,Agartala,10h 10m,1-stop,20:20,Chandigarh,14057
Indigo,6E- 385,11:35,Agartala,08h 45m,2+-stop,20:20,Chandigarh,14907
Indigo,6E- 386,14:50,Agartala,17h 55m,1-stop,08:45,Coimbatore,8157
Air India,AI-746,16:30,Agartala,21h 50m,2+-stop,14:20,Coimbatore,25600
Indigo,6E- 362,10:10,Agartala,05h 50m,1-stop,16:00,Dehradun,8707
Air India,AI-746,16:30,Agartala,14h 50m,2+-stop,07:20,Dehradun,10000
Air India,AI-746,16:30,Agartala,18h 20m,2+-stop,10:50,Dehradun,10000
Air India,AI-746,16:30,Agartala,26h 40m,2+-stop,19:10,Dehradun,10000
Air India,AI-746,16:30,Agartala,26h 40m,2+-stop,19:10,Dehradun,10000
Air India,AI-746,16:30,Agartala,06h 30m,1-stop,23:00,Delhi,7000
Air India,AI-746,16:30,Agartala,21h 00m,1-stop,13:30,Delhi,7000
Air India,AI-746,16:30,Agartala,27h 10m,1-stop,19:40,Delhi,7000
Indigo,6E-6672,15:20,Agartala,02h 50m,non-stop,18:10,Delhi,7357
Indigo,6E- 443,18:50,Agartala,05h 25m,1-stop,00:15,Delhi,8257
Indigo,6E- 488,17:00,Agartala,05h 55m,1-stop,22:55,Delhi,8257
Indigo,6E- 488,17:00,Agartala,07h 15m,1-stop,00:15,Delhi,8257
Indigo,6E- 863,12:10,Agartala,08h 10m,1-stop,20:20,Delhi,8257
Indigo,6E- 863,12:10,Agartala,09h 30m,1-stop,21:40,Delhi,8257
Indigo,6E- 362,10:10,Agartala,10h 10m,1-stop,20:20,Delhi,8257
Indigo,6E- 863,12:10,Agartala,10h 45m,1-stop,22:55,Delhi,8257
Indigo,6E- 362,10:10,Agartala,11h 30m,1-stop,21:40,Delhi,8257
Indigo,6E- 385,11:35,Agartala,05h 30m,1-stop,17:05,Delhi,8327
Indigo,6E- 119,14:20,Agartala,05h 50m,1-stop,20:10,Delhi,8327
Indigo,6E- 119,14:20,Agartala,09h 00m,1-stop,23:20,Delhi,8327
Indigo,6E- 994,13:50,Agartala,06h 30m,1-stop,20:20,Delhi,8377
Indigo,6E- 994,13:50,Agartala,07h 50m,1-stop,21:40,Delhi,8377
Indigo,6E- 386,14:50,Agartala,07h 55m,1-stop,22:45,Delhi,8377
Indigo,6E- 994,13:50,Agartala,09h 05m,1-stop,22:55,Delhi,8377
Indigo,6E- 386,14:50,Agartala,09h 35m,1-stop,00:25,Delhi,8377
Indigo,6E- 994,13:50,Agartala,10h 25m,1-stop,00:15,Delhi,8377
Indigo,6E- 386,14:50,Agartala,10h 35m,1-stop,01:25,Delhi,8377
Indigo,6E- 863,12:10,Agartala,05h 05m,1-stop,17:15,Delhi,8707
Indigo,6E- 362,10:10,Agartala,07h 05m,1-stop,17:15,Delhi,8707
Air India,AI-746,16:30,Agartala,16h 25m,1-stop,08:55,Delhi,12000
Air India,AI-746,16:30,Agartala,21h 15m,1-stop,13:45,Delhi,12000
Air India,AI-746,16:30,Agartala,22h 05m,1-stop,14:35,Delhi,12000
Air India,AI-746,16:30,Agartala,30h 05m,1-stop,22:35,Delhi,12000
Air India,AI-746,16:30,Agartala,30h 05m,1-stop,22:35,Delhi,12000
Air India,AI-746,16:30,Agartala,26h 30m,1-stop,19:00,Delhi,13177
Air India,AI-746,16:30,Agartala,30h 45m,1-stop,23:15,Delhi,13177
Air India,AI-746,16:30,Agartala,17h 00m,1-stop,09:30,Delhi,14300
Air India,AI-746,16:30,Agartala,19h 35m,1-stop,12:05,Delhi,14300
Air India,AI-746,16:30,Agartala,27h 25m,1-stop,19:55,Delhi,14300
Air India,AI-746,16:30,Agartala,31h 15m,1-stop,23:45,Delhi,14300
Air India,AI-746,16:30,Agartala,31h 50m,1-stop,00:20,Delhi,14300
Air India,AI-746,16:30,Agartala,25h 30m,1-stop,18:00,Delhi,14675
Air India,AI-746,16:30,Agartala,27h 25m,1-stop,19:55,Delhi,15290
Air India,AI-746,16:30,Agartala,31h 15m,1-stop,23:45,Delhi,15290
Air India,AI-746,16:30,Agartala,23h 45m,1-stop,16:15,Delhi,23557
Air India,AI-746,16:30,Agartala,19h 15m,2+-stop,11:45,Dharamsala,16000
Indigo,6E- 119,14:20,Agartala,23h 00m,1-stop,13:20,Dibrugarh,4882
Air India,AI-746,16:30,Agartala,15h 15m,1-stop,07:45,Dibrugarh,7807
Air India,AI-746,16:30,Agartala,18h 30m,1-stop,11:00,Dimapur,7357
Indigo,6E- 386,14:50,Agartala,18h 20m,2+-stop,09:10,Dimapur,15705
Indigo,6E-6672,15:20,Agartala,17h 50m,2+-stop,09:10,Dimapur,16757
Indigo,6E-6672,15:20,Agartala,17h 50m,2+-stop,09:10,Dimapur,17532
Air India,AI-746,16:30,Agartala,23h 05m,2+-stop,15:35,Diu,13227
Indigo,6E-6672,15:20,Agartala,1.01h m,1-stop,16:35,Goa,13365
Indigo,6E-6672,15:20,Agartala,21h 15m,1-stop,12:35,Goa,13365
Air India,AI-746,16:30,Agartala,28h 00m,2+-stop,20:30,Goa,13427
Air India,AI-746,16:30,Agartala,25h 00m,2+-stop,17:30,Goa,13750
Air India,AI-746,16:30,Agartala,25h 00m,2+-stop,17:30,Goa,13750
Indigo,6E- 386,14:50,Agartala,06h 55m,1-stop,21:45,Goa,14257
Indigo,6E- 863,12:10,Agartala,07h 15m,1-stop,19:25,Goa,17557
Indigo,6E- 362,10:10,Agartala,09h 15m,1-stop,19:25,Goa,17557
Indigo,6E- 994,13:50,Agartala,05h 35m,1-stop,19:25,Goa,17857
Indigo,6E- 443,18:50,Agartala,16h 20m,1-stop,11:10,Gorakhpur,5357
Indigo,6E- 488,17:00,Agartala,18h 10m,1-stop,11:10,Gorakhpur,6057
Air India,AI-746,16:30,Agartala,23h 05m,2+-stop,15:35,Gorakhpur,11650
Indigo,6E- 119,14:20,Agartala,01h 10m,non-stop,15:30,Guwahati,3107
Indigo,6E- 385,11:35,Agartala,03h 25m,1-stop,15:00,Guwahati,3357
Indigo,6E- 443,18:50,Agartala,03h 30m,1-stop,22:20,Guwahati,4157
Indigo,6E- 488,17:00,Agartala,05h 20m,1-stop,22:20,Guwahati,4157
Indigo,6E- 362,10:10,Agartala,06h 05m,1-stop,16:15,Guwahati,4157
Indigo,6E- 994,13:50,Agartala,08h 30m,1-stop,22:20,Guwahati,4557
Indigo,6E- 863,12:10,Agartala,10h 10m,1-stop,22:20,Guwahati,4557
Indigo,6E- 863,12:10,Agartala,04h 05m,1-stop,16:15,Guwahati,5157
Indigo,6E- 863,12:10,Agartala,06h 20m,1-stop,18:30,Guwahati,7007
Indigo,6E- 362,10:10,Agartala,08h 20m,1-stop,18:30,Guwahati,7007
Air India,AI-746,16:30,Agartala,18h 20m,1-stop,10:50,Guwahati,7007
Air India,AI-746,16:30,Agartala,17h 00m,1-stop,09:30,Guwahati,7207
Indigo,6E- 994,13:50,Agartala,04h 40m,1-stop,18:30,Guwahati,7307
Air India,AI-746,16:30,Agartala,23h 30m,1-stop,16:00,Guwahati,15300
Air India,AI-746,16:30,Agartala,24h 45m,1-stop,17:15,Guwahati,20000
Air India,AI-746,16:30,Agartala,24h 45m,1-stop,17:15,Guwahati,20000
Indigo,6E- 386,14:50,Agartala,1.00h m,1-stop,15:00,Hubli,8225
Indigo,6E- 386,14:50,Agartala,1.04h m,1-stop,19:40,Hubli,8225
Indigo,6E- 443,18:50,Agartala,20h 10m,2+-stop,15:00,Hubli,8275
Indigo,6E- 119,14:20,Agartala,20h 30m,2+-stop,10:50,Hubli,8407
Indigo,6E- 119,14:20,Agartala,1.00h m,2+-stop,15:00,Hubli,8457
Indigo,6E-6672,15:20,Agartala,19h 30m,2+-stop,10:50,Hubli,9223
Indigo,6E- 488,17:00,Agartala,22h 00m,2+-stop,15:00,Hubli,9835
Indigo,6E- 362,10:10,Agartala,09h 30m,2+-stop,19:40,Hubli,13007
Air India,AI-746,16:30,Agartala,05h 15m,1-stop,21:45,Hyderabad,7000
Air India,AI-746,16:30,Agartala,19h 40m,1-stop,12:10,Hyderabad,7000
Indigo,6E- 443,18:50,Agartala,04h 55m,1-stop,23:45,Hyderabad,8257
Indigo,6E- 863,12:10,Agartala,06h 35m,1-stop,18:45,Hyderabad,8257
Indigo,6E- 488,17:00,Agartala,06h 45m,1-stop,23:45,Hyderabad,8257
Indigo,6E- 863,12:10,Agartala,08h 15m,1-stop,20:25,Hyderabad,8257
Indigo,6E- 362,10:10,Agartala,08h 35m,1-stop,18:45,Hyderabad,8257
Indigo,6E- 362,10:10,Agartala,10h 15m,1-stop,20:25,Hyderabad,8257
Indigo,6E- 994,13:50,Agartala,06h 35m,1-stop,20:25,Hyderabad,8357
Indigo,6E-6672,15:20,Agartala,07h 10m,1-stop,22:30,Hyderabad,8357
Indigo,6E-6672,15:20,Agartala,08h 50m,1-stop,00:10,Hyderabad,8357
Indigo,6E- 386,14:50,Agartala,09h 30m,1-stop,00:20,Hyderabad,8357
Indigo,6E- 994,13:50,Agartala,09h 55m,1-stop,23:45,Hyderabad,8357
Indigo,6E- 994,13:50,Agartala,04h 55m,1-stop,18:45,Hyderabad,8557
Air India,AI-746,16:30,Agartala,26h 25m,1-stop,18:55,Hyderabad,11550
Air India,AI-746,16:30,Agartala,16h 40m,1-stop,09:10,Hyderabad,11800
Air India,AI-746,16:30,Agartala,28h 05m,1-stop,20:35,Hyderabad,11800
Air India,AI-746,16:30,Agartala,16h 50m,1-stop,09:20,Hyderabad,12000
Air India,AI-746,16:30,Agartala,19h 45m,1-stop,12:15,Hyderabad,12000
Air India,AI-746,16:30,Agartala,25h 55m,1-stop,18:25,Hyderabad,12000
Air India,AI-746,16:30,Agartala,25h 55m,1-stop,18:25,Hyderabad,12000
Indigo,6E- 385,11:35,Agartala,00h 55m,non-stop,12:30,Imphal,2407
Indigo,6E- 362,10:10,Agartala,04h 30m,1-stop,14:40,Imphal,3557
Air India,AI-746,16:30,Agartala,19h 55m,1-stop,12:25,Imphal,7357
Air India,AI-746,16:30,Agartala,21h 30m,1-stop,14:00,Imphal,14200
Indigo,6E-6672,15:20,Agartala,1.02h m,1-stop,17:35,Indore,7657
Indigo,6E-6672,15:20,Agartala,06h 10m,1-stop,21:30,Indore,7657
Indigo,6E-6672,15:20,Agartala,16h 55m,1-stop,08:15,Indore,7657
Indigo,6E-6672,15:20,Agartala,23h 45m,1-stop,15:05,Indore,7657
Air India,AI-746,16:30,Agartala,25h 30m,2+-stop,18:00,Jabalpur,12450
Air India,AI-746,16:30,Agartala,25h 30m,2+-stop,18:00,Jabalpur,12450
Indigo,6E- 488,17:00,Agartala,05h 10m,1-stop,22:10,Jaipur,8257
Indigo,6E- 362,10:10,Agartala,06h 50m,1-stop,17:00,Jaipur,8257
Indigo,6E- 863,12:10,Agartala,10h 00m,1-stop,22:10,Jaipur,8257
Indigo,6E- 994,13:50,Agartala,08h 20m,1-stop,22:10,Jaipur,8557
Air India,AI-746,16:30,Agartala,27h 45m,2+-stop,20:15,Jaipur,9600
Air India,AI-746,16:30,Agartala,27h 45m,2+-stop,20:15,Jaipur,9600
Indigo,6E-6672,15:20,Agartala,06h 00m,1-stop,21:20,Jaipur,10407
Air India,AI-746,16:30,Agartala,16h 35m,2+-stop,09:05,Jammu,11250
Indigo,6E- 119,14:20,Agartala,21h 40m,2+-stop,12:00,Jammu,13732
Indigo,6E- 119,14:20,Agartala,20h 40m,2+-stop,11:00,Jammu,13984
Indigo,6E- 385,11:35,Agartala,1.00h m,2+-stop,12:00,Jammu,14307
Indigo,6E- 385,11:35,Agartala,23h 25m,2+-stop,11:00,Jammu,14559
Indigo,6E- 385,11:35,Agartala,1.04h m,2+-stop,15:35,Jammu,15591
Indigo,6E- 386,14:50,Agartala,20h 10m,2+-stop,11:00,Jammu,17959
Air India,AI-746,16:30,Agartala,23h 45m,2+-stop,16:15,Jodhpur,11500
Air India,AI-746,16:30,Agartala,23h 45m,2+-stop,16:15,Jodhpur,11500
Indigo,6E- 119,14:20,Agartala,23h 05m,2+-stop,13:25,Jodhpur,16132
Indigo,6E- 119,14:20,Agartala,19h 30m,1-stop,09:50,Jorhat,4907
Indigo,6E- 488,17:00,Agartala,05h 35m,1-stop,22:35,Cochin,7753
Indigo,6E- 386,14:50,Agartala,06h 40m,1-stop,21:30,Cochin,7753
Indigo,6E-6672,15:20,Agartala,07h 55m,1-stop,23:15,Cochin,7753
Indigo,6E- 994,13:50,Agartala,08h 45m,1-stop,22:35,Cochin,9564
Indigo,6E- 863,12:10,Agartala,10h 25m,1-stop,22:35,Cochin,9564
Air India,AI-746,16:30,Agartala,28h 35m,2+-stop,21:05,Cochin,11270
Air India,AI-746,16:30,Agartala,28h 35m,2+-stop,21:05,Cochin,11270
Air India,AI-746,16:30,Agartala,16h 55m,2+-stop,09:25,Cochin,12350
Air India,AI-746,16:30,Agartala,24h 20m,2+-stop,16:50,Cochin,13177
Indigo,6E- 386,14:50,Agartala,16h 50m,1-stop,07:40,Kozhikode,8157
Indigo,6E- 443,18:50,Agartala,12h 50m,2+-stop,07:40,Kozhikode,9379
Indigo,6E- 119,14:20,Agartala,17h 20m,2+-stop,07:40,Kozhikode,9683
Air India,AI-746,16:30,Agartala,15h 25m,2+-stop,07:55,Kozhikode,10600
Indigo,6E- 488,17:00,Agartala,14h 40m,2+-stop,07:40,Kozhikode,10707
Indigo,6E- 119,14:20,Agartala,1.00h m,2+-stop,14:30,Kozhikode,11043
Indigo,6E-6672,15:20,Agartala,16h 20m,2+-stop,07:40,Kozhikode,11093
Indigo,6E-6672,15:20,Agartala,16h 20m,2+-stop,07:40,Kozhikode,11093
Air India,AI-746,16:30,Agartala,17h 20m,2+-stop,09:50,Kulu,17750
Air India,AI-746,16:30,Agartala,16h 00m,2+-stop,08:30,Leh,10000
Air India,AI-746,16:30,Agartala,25h 40m,1-stop,18:10,Lilabari,7057
Indigo,6E- 488,17:00,Agartala,04h 55m,1-stop,21:55,Lucknow,6507
Indigo,6E- 863,12:10,Agartala,09h 45m,1-stop,21:55,Lucknow,6507
Indigo,6E- 362,10:10,Agartala,04h 10m,1-stop,14:20,Lucknow,6807
Indigo,6E- 994,13:50,Agartala,08h 05m,1-stop,21:55,Lucknow,6807
Indigo,6E-6672,15:20,Agartala,07h 10m,1-stop,22:30,Lucknow,7207
Air India,AI-746,16:30,Agartala,15h 45m,2+-stop,08:15,Lucknow,9070
Air India,AI-746,16:30,Agartala,26h 45m,2+-stop,19:15,Lucknow,9070
Air India,AI-746,16:30,Agartala,26h 45m,2+-stop,19:15,Lucknow,9070
Air India,AI-746,16:30,Agartala,23h 50m,2+-stop,16:20,Lucknow,14300
Indigo,6E- 119,14:20,Agartala,05h 05m,1-stop,19:25,Chennai,8007
Indigo,6E- 119,14:20,Agartala,10h 45m,1-stop,01:05,Chennai,8007
Indigo,6E- 386,14:50,Agartala,07h 30m,1-stop,22:20,Chennai,8057
Indigo,6E-6672,15:20,Agartala,08h 10m,1-stop,23:30,Chennai,8057
Indigo,6E- 386,14:50,Agartala,08h 45m,1-stop,23:35,Chennai,8057
Indigo,6E-6672,15:20,Agartala,09h 40m,1-stop,01:00,Chennai,8057
Air India,AI-746,16:30,Agartala,26h 00m,1-stop,18:30,Chennai,8100
Air India,AI-746,16:30,Agartala,30h 10m,1-stop,22:40,Chennai,10700
Air India,AI-746,16:30,Agartala,30h 10m,1-stop,22:40,Chennai,10700
Indigo,6E- 863,12:10,Agartala,09h 20m,1-stop,21:30,Chennai,12256
Indigo,6E- 362,10:10,Agartala,11h 20m,1-stop,21:30,Chennai,12256
Indigo,6E- 994,13:50,Agartala,07h 40m,1-stop,21:30,Chennai,12556
Air India,AI-746,16:30,Agartala,32h 20m,1-stop,00:50,Chennai,13200
Air India,AI-746,16:30,Agartala,32h 20m,1-stop,00:50,Chennai,13200
Air India,AI-746,16:30,Agartala,32h 20m,1-stop,00:50,Chennai,13200
Air India,AI-746,16:30,Agartala,27h 25m,1-stop,19:55,Chennai,15600
Air India,AI-746,16:30,Agartala,27h 25m,1-stop,19:55,Chennai,15600
Air India,AI-746,16:30,Agartala,20h 25m,1-stop,12:55,Chennai,20000
Indigo,6E- 386,14:50,Agartala,21h 10m,1-stop,12:00,Madurai,10107
Indigo,6E- 119,14:20,Agartala,21h 40m,2+-stop,12:00,Madurai,10184
Indigo,6E- 119,14:20,Agartala,17h 45m,2+-stop,08:05,Madurai,11871
Indigo,6E-6672,15:20,Agartala,16h 45m,2+-stop,08:05,Madurai,11921
Indigo,6E-6672,15:20,Agartala,16h 45m,2+-stop,08:05,Madurai,11921
Indigo,6E- 386,14:50,Agartala,17h 15m,1-stop,08:05,Madurai,11921
Air India,AI-746,16:30,Agartala,20h 40m,2+-stop,13:10,Madurai,12770
Indigo,6E- 386,14:50,Agartala,20h 40m,2+-stop,11:30,Mangalore,7957
Indigo,6E- 362,10:10,Agartala,08h 50m,2+-stop,19:00,Mangalore,11039
Air India,AI-746,16:30,Agartala,24h 50m,2+-stop,17:20,Mangalore,11100
Air India,AI-746,16:30,Agartala,24h 50m,2+-stop,17:20,Mangalore,12090
Indigo,6E- 443,18:50,Agartala,16h 40m,2+-stop,11:30,Mangalore,13007
Indigo,6E- 488,17:00,Agartala,18h 30m,2+-stop,11:30,Mangalore,13007
Indigo,6E- 443,18:50,Agartala,13h 25m,2+-stop,08:15,Mangalore,14257
Indigo,6E- 488,17:00,Agartala,15h 15m,2+-stop,08:15,Mangalore,14257
Indigo,6E- 994,13:50,Agartala,18h 25m,2+-stop,08:15,Mangalore,14557
Indigo,6E- 386,14:50,Agartala,17h 25m,2+-stop,08:15,Mangalore,16457
Indigo,6E- 119,14:20,Agartala,21h 10m,11:30,Mangalore,"16,756",#NAME?
Indigo,6E- 443,18:50,Agartala,16h 40m,2+-stop,11:30,Mangalore,16806
Indigo,6E- 488,17:00,Agartala,18h 30m,2+-stop,11:30,Mangalore,16806
Indigo,6E- 119,14:20,Agartala,20h 40m,11:00,Mangalore,"18,028",#NAME?
Indigo,6E- 443,18:50,Agartala,16h 10m,2+-stop,11:00,Mangalore,18078
Indigo,6E- 488,17:00,Agartala,18h 00m,2+-stop,11:00,Mangalore,18078
